review,genre,sentiment
Sets the standard for lousy action films.,Action,Negative
poorly written action flick.,Action,Negative
the stunts are done in service of action scenes that don't work.,Action,Negative
it's a brainless action flick,Action,Negative
Idiotic piece of trash action directed in the midst of the 80's.,Action,Negative
weird and unbelievable action sequences,Action,Negative
This has got to be one of the goofiest action movies ever made.,Action,Negative
their actions defy all logic.,Action,Negative
"overblown, unrealistic action scenes.",Action,Negative
his films are an overdose of action over story,Action,Negative
There is very little action and what little there is just isn't worthy of the franchise or the amount of money spent making this film.,Action,Negative
endless nonsense to the rare action scenes,Action,Negative
Even the fights are lame.,Action,Negative
they fight like a couple of drunk cowboys.,Action,Negative
Not to mention that batman fights like a girl.,Action,Negative
"I fell asleep, 2 hours of non existing action",Action,Negative
action scenes less believable than the 70s Batman TV show,Action,Negative
Not as good as I expected. Lacking Action,Action,Negative
I'm an action buff. And I expected awesome action.,Action,Negative
no fluency in action scenes,Action,Negative
I personally have been waiting to see a show based on spooky plots and this show delivers.,Horror,Positive
" The horror and suspense actually gets to me, in a good way of course.",Horror,Positive
"It's a mini horror movie every week. From the exceptional writing to the awesome soundtrack, this TV show is a step above the rest.",Horror,Positive
Great horror-fantasy with some comic relef and at some times really cheesy but you will be entertained all the way through if you are into any of those. ,Horror,Positive
"This show has everything in terms of spookiness. It is a great show if you like vampires, werewolves, angels, etc.",Horror,Positive
"I'm  usually not a fan of darkness and horror, but this show is effective.",Horror,Positive
I must admit I was extremely pleased by the synergy of the two main characters. Finally a fun suspense creepy show I have been waiting for since Millennium has quit.,Horror,Positive
"Supernatural is, hands down, the best thriller/horror show on TV right now.",Horror,Positive
" The Most Thrilling, Awesome and Coolest Show Ever :)10/10",Horror,Positive
"With the combined elements of horror, mystery, drama, action, and the tale of two brothers, makes this show a winner in every sense of the word.",Horror,Positive
"Mostly this show has been all about fun, for me the classic rock, cute boys, scary movie and mystery/suspense blend has been utterly engaging",Horror,Positive
Supernatural is unique and you get such a thrill just watching it. ,Horror,Positive
This show is absolutely wonderful! The episodes have scared me more than most movies have.,Horror,Positive
This show is and will always be AWESOME! It follows two brothers who fight demons and the likes.,Horror,Positive
Every episode is a superb horror/thriller with tension as well as lighter elements of sarcastic comedy.,Horror,Positive
"The story of two brothers in search of their father, in search of monsters/ghosts and things that go bump in the night, and at the same time in search of themselves is a good ploy. ",Horror,Positive
" It undoubtedly won't be for all tastes, but for those who enjoy some good chills and thrills, they might just find it to be their new favorite show!",Horror,Positive
Being the keen movie fan that i am i have watched a vast collection of horror films and this most certainly live up to the genres well deserved name.,Horror,Positive
"Every episode is mysterious and suspenseful, and the scripts are well-written and thought-out. ",Horror,Positive
the fact that they're ghost hunters and looking for the thing that killed their mother is so appealing. ,Horror,Positive
"I love the show, i think that it is fantasatic! i love the supernatural/horror/thriller genre and i have been waiting for a good quality TV show that fits this genre to come along and its finally here! ",Horror,Positive
"The way both main characters are drawn in the fight against supernatural is a bit cliché, but still believable. ",Horror,Positive
"It was scary like it should be considering this is a horror series, it had suspense, the plot was very interesting and it was really a show I loved.",Horror,Positive
" I'm not easily impressed with Television series. The TV series has left me on the edge of my seat with it's suspenseful plots, twists and turns. There are moments of horror, and twisted scenes",Horror,Positive
"This show is NUMB3RS - horror style - with the sensitive, somewhat geeky brother and the tough, older brother who's protective streak is a major developing plot point in the series.",Horror,Positive
"i think it is interesting to watch, with the ghost, spirits, and i think the one that had the insects in a few weeks a go was horrible, i could not stop itching, i kept thinking there were bugs on me!I LOVE WACTHING",Horror,Positive
for those that like classic hauntings to Norse mythology...this series caters for all tastes.,Horror,Positive
"Don't get me wrong I love GoT, ray donovan, power but being a big brother and loving supernatural stuff thai is the most amazing show of all time.",Horror,Positive
When the episode goes for 'Creepifying' they hit it dead on. I loved it!,Horror,Positive
Even though i hate scary or jump scary stuff but the brilliant stories and the different kind of monsters and the relationship between the two brothers you feel like you're a part of this family,Horror,Positive
I've never been such a fan of horror TV series until Supernatural.,Horror,Positive
"This show has a lot of good things going for it: good cinematography, hot leads, scary monsters, urban legends come true",Horror,Positive
I like watching this program because they goto places I never even heard of and on most episodes my hair stand up on the back of my neck which is quite scary.,Horror,Positive
"This show is one of the best shows for its genre it has everything that makes the show one of the best like storyline heroes, villians as-well-as everything supernatural and everything to do with the supernatural.",Horror,Positive
"I'm not usually a fan of ""horror"", but this- this is amazing. I love it. People that love horror must watch this.",Horror,Positive
"You really missed something if you haven't watched this show, and if you are fond of this kind'o mystery and spiritual shows.",Horror,Positive
this show is dark and gritty and that's why I love it.,Horror,Positive
This Series is Amazing! Creepy With hot guys Chasing Bad Guys What More Could A Girl Want? ,Horror,Positive
"You just can't beat how well rounded this show is! Mystery, drama, horror, everything!",Horror,Positive
"I strongly recommend this show to everyone, no matter if you like drama, horror, comedy, sarcasm, fantasy ... we have them all, just give Supernatural a chance and thank me later.",Horror,Positive
I recommend this to anyone. Especially people who love the horror genre.,Horror,Positive
This is a show of Horror that will live in everyone's heart forever.,Horror,Positive
Right away I was immediately sucked in. The stories are suspenseful and very character-based. They aren't hokey or cheesy as you may expect from horror or science fiction type shows.,Horror,Positive
"This show is excellent. This is the closest thing to ""horror"" on TV.",Horror,Positive
"I was a little skeptic because I am really no fan of the horror-genre, but since I am a huge Jensen Ackles fan I simply had to buy the DVD's. I fell in love with the series instantly.",Horror,Positive
The plot is original and reels you in with it's soft horror theme.,Horror,Positive
"Supernatural is the greatest Horror, Drama show out there, you'll love the mysteries from season 1-4 then you'll invest your time through the rest, this show will never stop surprising you.",Horror,Positive
"I've always like horror stuff so when I saw ""hunting monsters"" ""vampire"", That got me. I started to watch it about five years ago. I gotta say that it is fascinating.",Horror,Positive
" I like thriller,  sci-fi and horror films and this show's got a little bit of everything. ",Horror,Positive
Highly recommended for any horror/drama fan!,Horror,Positive
" Supernatural has just the right mix of drama, suspense, horror and depth.",Horror,Positive
 i'm so glad that there's a show on TV that is just plain scare-you-outta-your-skin entertaining.,Horror,Positive
I'm a big horror film fan and I have to say that every episode of this show has made me jump.,Horror,Positive
This show has everything..from a bit of horror to love..to brotherhood...this show had got something for everyone.,Horror,Positive
Being a horror fan i wanted to give this show a try and now look its 2020 and at the last epic season!,Horror,Positive
I love this show!!!!! If you like your horror you will probably enjoy the first few seasons more.,Horror,Positive
"Excellent horror. Somewhat like mini Horror movies, but good ones.",Horror,Positive
"As every horror show it plays on famous urban legends and puts a bit of a twist to it, no complicated plots or conspiracies. It is a good watch and definitely better than other shoes on TV now. ",Horror,Positive
it is epic.If you like horror flicks and sci-fi you are going to enjoy it.,Horror,Positive
"This is a perfect show for anyone into ghosts, demons, and Dean and Same kicking ass. For me, the storyline these brothers have are unforgettably amazing. Nothing but a good, sarcastic, horror series.",Horror,Positive
"Supernatural... what can i say about it... it's the most incredible, awesome,amazing horror/drama/fantasy TV series ever!I loved it from the beginning.",Horror,Positive
"I highly recommend this show if you enjoy suspense, drama, and slight horror.",Horror,Positive
"Supernatural is about ghosts, possessed people, demons & other supernatural creatures.",Horror,Positive
"if you want to spend an hour watching an incredible show, filled with horror, drama, & the love shared between the Winchester family, then, Supernatural is just the show for you!",Horror,Positive
I still find myself going back to the first seasons and working my way back up to the seventh as a week is way too long to wait for the worlds best horror show.,Horror,Positive
"Are you or are you not? You better watch this TV show because is got everything:horror,suspense, chill and great story.",Horror,Positive
a truly great paranormal/horror/thriller show.,Horror,Positive
I finished 9 seasons and in my opinion it's really better than the other horror shows and movies.,Horror,Positive
the best horror show ever. ,Horror,Positive
" I really love how they used supernatural from many cultures and the way it is shown ""not to be afraid of but to be feel courageous"" unlike many horror stories.",Horror,Positive
"This show stunned me from the first episode! The stories are mostly pacey, short horror stories involving anything from ghosts to demons.",Horror,Positive
This show is for everyone who enjoy good urban legend stories and suspense genre.,Horror,Positive
it was focused more on classic horror stories with some family theme in the background and I like it.,Horror,Positive
"Greate story with a lot of thriller, horror and mystery.",Horror,Positive
"Its more like a big story-book with a background story and a lot of myths. All of the episodes are entertaining, and thats all that a TV show needs. Thats there only mission:entertainment.10/10",Horror,Positive
"great thing about the show is that the two brothers, who are the main characters, are going up against demons, creatures, monsters, and any other type of horror movie and their brotherhood relationship. ",Horror,Positive
"the series as a whole may not be as freaky as some horror classics, but after a prolonged period of exposure you'll get into the frame of mind to be scared, so have a buddy/boyfriend/brother close by in view of that.",Horror,Positive
"It certainly is frightening, but it's not like a wannabe horror program, if I can call it that... It's seriously the BEST program on earth, if you like scary movies and can't get enough of it, this is the program for you!!",Horror,Positive
"This show is excellent it has all the right elements, drama, horror, great music, an excellent script and the best cast and crew you could hope for.",Horror,Positive
"It's a genius blend of the X-Files, Rout 66, and every classic horror movie you've ever seen.",Horror,Positive
 I've always liked things involving horror and scary stories so this show was like heaven sent,Horror,Positive
"Supernatural is an awesome show that I'm sure will have you on the edge of your seat during an entire hour every week, horror, cute boys, rock and a kick ass car, how not to love it?",Horror,Positive
All my favorite horror movies + two hot guys + great special effects + genuine scares + kick ass rock and roll = one fine show.,Horror,Positive
"This is Supernatural, great story telling, especially it is a ghost story!",Horror,Positive
Did I mention that it is a good time and some of these stories are down right terrifying? - and this is coming from a hard core horror fan. This show is well worth its time!!!,Horror,Positive
"I loved the mixture of horror, mystery and drama within the show.",Horror,Positive
"this show has anything you could ever want in a series,drama,horror,fantasy,comedy,romance etc",Horror,Positive
"I don't usually do horror, but this show grabbed me for a lot of reasons. The biggest is the writing, story telling, creativity of Kripke, and the chemistry between the actors.",Horror,Positive
"Seasons 1-5 are a definite 10 stars, a roller coaster of episodes, no two alike the show provides a perfect mix of drama, horror, humor, suspense, thriller, comedy, silly, believable and more.",Horror,Positive
"Our group thinks that supernatural is an amazing show, because there is comedy, horror, adventure and, sometimes, drama.",Horror,Positive
"Season 1 of this series is very strong. Every episode is a mini horror movie, most of wich a lot better than the majority of these genre films.",Horror,Positive
"I am a horror movie fanatic although I tend to find it difficult to watch horrors on my own. Therefore, to sit down and take in Supernatural without any real serious scary parts is a welcome, and a blessing in disguise.",Horror,Positive
"It is scary, just not as scary as it needs to be which is a good aspect of the series and I for one was extremely happy and relieved about this upon watching the first few episodes.",Horror,Positive
"I just love it! May more fun, thrills, spills, scary monsters and exciting twists and turns come our way.",Horror,Positive
"it's great drama, imaginative horror and out-of-the-box approach to supernatural mythology but the writers of this show almost always have a good twist of humor placed.",Horror,Positive
all of the series' episodes have suspense and horror meanwhile most of it's episodes are very dramatic(with the good way),Horror,Positive
"One can clearly tell that the creators of this excellent show are fans of not just the horror genre, but all genres.In short, my highest recommendation possible.",Horror,Positive
Def. one of the BEST horror/sci-fi/etc. shows I have seen,Horror,Positive
" I like to boil it down to two things: 1. Horror, thrills, action, it's often been characterized as a mini-horror movie per episode. 2. Family-drama & brotherly love.",Horror,Positive
I have to say that this is the best TV show on right now. Every episode is like a thrilling roller-coaster ride.,Horror,Positive
" It has demons, summonings, magic, a huge range of supernatural beings taken from mythology all over the world and as the show progresses, the methods of killing become more brutal and filled with cool special effects.",Horror,Positive
The genre itself is a mixture of fantasy and a bit of horror....but its not really frightening - more of a thriller actually.,Horror,Positive
"Supernatural is the show is back to talking about horror being also funny, as only Buffy did.",Horror,Positive
" I will council in a spasmodic way, but you feel, that you like the horror, is not particularly bloody (sure, some scene not save)",Horror,Positive
to those who do not like the horror genre I do not think will affect.,Horror,Positive
"Although some people say that Supernatural contains a lot of scary episodes, I believe that most of us can handle the scary parts even if we're not big fans of scary movies. ",Horror,Positive
"What makes Supernatural so interesting is that it's not only fantasy and horror but also drama, comedy and many other kinds that attract a lot of people to watch.",Horror,Positive
the spooky atmosphere combined with the creatures that these two brothers fight is what makes this show special.,Horror,Positive
"it's a show that horror fans will love,it's content is unique.",Horror,Positive
"Definitely the best supernatural show i've ever seen. It combines humor, horror, suspense with perfect measure, in an unique way which i come to admire straight away.",Horror,Positive
"Aside from the horror, it's packed with hip, pop-cultural references and the soundtrack rocks.  This is certainly one of the most enjoyable.",Horror,Positive
I found this absolutely terrifying - every episode left me trembling to my core and afraid of the dark. They hit all the points of things I'm afraid of and there is nothing more scary than old wives tales and ghosts!!,Horror,Positive
"It has everything that a fan could hope for: dashing heroes, great villains, family, great special effects, great stories, horror, drama and so much more.",Horror,Positive
I recummend this show for everyone that loves family shows/horror/suspense and great music!!!,Horror,Positive
"If this makes you laugh, you want to stick with this show which I never considered like a horror genre.",Horror,Positive
"Supernatural begins in season one as a horror show, the ""ghost of the week"" plot writing meant that it was easy for people to drop in and out of watching the show while not missing much of the bigger plot line. It's a masterpiece. ",Horror,Positive
"Excellent use is made of monster mythology, folklore and even religious beliefs. ",Horror,Positive
"This show is a great controlled mixture of genres, you have that slight Sci-Fi/Fantasy element to it as well as a Horror element.",Horror,Positive
"I must say supernatural is the most addictive TV series in my life. This one show contains all drama,fantasy,horror,emotion ...etc etc.",Horror,Positive
" this series is something everyone will love as it combines horror, drama, thriller and mystery perfectly with extremely well written stories and character interactions.",Horror,Positive
good thing about this show is it makes you feel like this is a horror show with the acting and story telling.,Horror,Positive
I just love Supernatural !! Humor is very well mixed with the horror.,Horror,Positive
Supernatural is one of the best Horror mixed Action & Comedy TV sitcoms out-there.,Horror,Positive
The Dark and grey Cinematography fits perfectly with the Horror genre of the show.,Horror,Positive
"I hate horror/ghost shows, movies or TV. I am just a chicken at heart and cannot stand being spooked. But this show is really refreshing as it does not go for cheap thrills like in so many other horror shows.",Horror,Positive
"there are tributes to basically every horror movie you've ever seen. Candyman to Dracula, it's all here. It's dark scary and realistically done.",Horror,Positive
This show would be recommended for people who are into horror and supernatural (Obviously) programs.,Horror,Positive
"When they announce the series finale I will be devastated because I won't have that action packed, dramatic, horror story of the week. ",Horror,Positive
"If you are a lover of horror, mystery, and great looking guys this is the show for you. It'll leave you at the edge of your seat, likely biting your nails with anxiety for what happens next.",Horror,Positive
"This show got everything from being funny, drama, story, horror, mystery and fantasy.",Horror,Positive
"I love a good horror series and this is obviously extremely well written, acted, produced and directed",Horror,Positive
"A good combination of fright and laughter, with believable acting from a spirited cast, is what makes the show click.",Horror,Positive
"It's very different than other big TV shows because it's based around a horror story that involves ghosts, demons, vampires, werewolves, and others.",Horror,Positive
"I'll not give a spoiler here. I'll just say, this show has everything. Everything you want in horror, fiction and intrigue.",Horror,Positive
i would like to say that if you love fantasy and horror shows with a bit of humor here and there then i strongly recommend to watch this series. you would love it.,Horror,Positive
"It has drama, horror, suspense, and believe it or not, loads of comedy.",Horror,Positive
mostly it's the perfect horror/mystery series ever made since the X-Files. ,Horror,Positive
I have become a strong fan of this oddball fantasy/horror series.,Horror,Positive
"The show is pretty intense and sometimes scary, although it avoids gore in favor of BUFFY-type effects.",Horror,Positive
Your heart comes out to mouth to see the horror Joker creates.,Horror,Positive
not bad for a wizened old horror fanatic like myself.,Horror,Positive
If you aren't into horror this will have it's scary moments like the elevator and the shower scene,Horror,Positive
If you are a hardcore horror fan you may like this,Horror,Positive
The scares are good,Horror,Positive
there are even some good scares.,Horror,Positive
Passable and original horror that exploits the anxieties we have about cyber culture.,Horror,Positive
A viral video horror!,Horror,Positive
I absolutely loooovvveeee horror movies,Horror,Positive
This movie was scary!,Horror,Positive
"as long as they are scary and make me jump, then I am a fan.",Horror,Positive
 I be watched thousands of horror movies and thus one was very memorable.,Horror,Positive
"Bright, solid, scary and massive.",Horror,Positive
quite an original concept that has never been done in horrors before,Horror,Positive
Interesting horror done,Horror,Positive
There were some fairly shocking scenes of horror,Horror,Positive
I was scared sh!tl3ss,Horror,Positive
"For Us, It's a Horror Film.",Horror,Positive
I enjoy campy horror films,Horror,Positive
"For me, this movie is a passable cheaply made horror thriller.",Horror,Positive
"Overall, I do recommend this, to a horror fan, a zombie fan",Horror,Positive
there are some Horror Moments and Creepy Scenes.,Horror,Positive
There are some really creepy parts.,Horror,Positive
" this is more scary if you were to compare, a very unusual plot .",Horror,Positive
Great horror,Horror,Positive
I really enjoyed this psychological horror,Horror,Positive
Best horror movie in a long time,Horror,Positive
I was saying to myself 'holy crap this is actually really good for a horror film'.,Horror,Positive
No cheesy buildups like most disaster/horror movies.,Horror,Positive
"If you're a fan of actual horror films, and not just some hipster film critic, I definitely recommend watching this film.",Horror,Positive
this is zombie movie meets sci-fi film meets supernatural horror epic meets art-house road movie. It really is an interesting,Horror,Positive
it was horror in every way.,Horror,Positive
"A modernized take on the horror of the post apocalypse, backed by Stephen King's writing and a decent cast.",Horror,Positive
It was damn near perfect. This is a HORROR movie!,Horror,Positive
Very scary; all violent scenes scared the hell out of me.,Horror,Positive
THE WICKER MAN is one of the best British horror films in existence.,Horror,Positive
"The original ""Wicker Man"" gave the world a respectful portrait wrapped up in what is often considered a horror film",Horror,Positive
"It goes without saying that his original ""Wicker Man"" is a cult classic in the top ranks of horror films.",Horror,Positive
I found this film ?? very good. Good quality acting and some horror to go with it. ,Horror,Positive
I liked this low budget horror.,Horror,Positive
I watch ALL low budget horror ,Horror,Positive
"The sense of fear and terror, the atmosphere of unease and dread, and the environment of savage survival is almost overwhelming.",Horror,Positive
"Both ""Night"" and ""Dawn"" are among the top ten horror films ever made",Horror,Positive
the story is good with typical horror elements.,Horror,Positive
"my personal favorite of his was always his superior ""Night"" sequel ""Dawn of the Dead"" in 1978, which is also my personal favorite horror film of all time",Horror,Positive
if you like your horror 'pure' then Night of the Living Dead will be for you,Horror,Positive
"This is a well made film. Not just a good horror movie, although its that too.",Horror,Positive
"Those that like Romero, zombies and horror movies and don't like this film - well those people are idiots.",Horror,Positive
"Other horror movies with similar budgets suck, a lot.",Horror,Positive
"Its a horror movie about Zombies, get over it, its a good well made movie.",Horror,Positive
"There can be no denying that Romero made an invaluable contribution to the world of horror with ""Night of the Living Dead"".",Horror,Positive
It was easily the most scary movie I had ever seen.,Horror,Positive
it has some pretty scary parts,Horror,Positive
they were creepy and scary as hell.,Horror,Positive
New and fresh and quite scary.,Horror,Positive
If you want to see a really scary movie this October see Dracula (1931).,Horror,Positive
Wrong Turn 1 was a good horror movie,Horror,Positive
Good Hillbilly Horror!,Horror,Positive
Wrong Turn 6: Yet another tale of horrendous hillbillies in the Appalachians.,Horror,Positive
This movie also stays away from the typical horror movie formula,Horror,Positive
"if you are a horror fan, then check this out you will not disappoint.",Horror,Positive
"I'd suggest you watch this film if you're a fan of gory horror, you will be satisfied. ",Horror,Positive
Ask any horror fan and they aren't surprised as this series has everything needed for a franchise.,Horror,Positive
Best Horror Film Ever,Horror,Positive
The wrong turn series is my favourite horror series and this is the best in the series.,Horror,Positive
A must watch for any horror fan,Horror,Positive
it's not a bad horror film considering all the other trash out there masquerading as quality entertainment.,Horror,Positive
"when i saw it i feel its thrill, its creates a physiological horror role of the characters was very good.",Horror,Positive
it is an awesome horror movie.,Horror,Positive
Wrong Turn...keeping the old slasher horror flick alive and well,Horror,Positive
The director clearly has created the epitome of modern day horror. ,Horror,Positive
"""Wrong turn"" is the greatest horror franchise much better then ""Halloween"" or the boring ""Nightmare on Elm street"" movies. ",Horror,Positive
"Wrong Turn 3 and 4 were steps in the right direction, giving us a horror franchise with a lot of potential.",Horror,Positive
"If you have a stomach for campy fun horror, this whole series is a gold-mine.",Horror,Positive
Gunning for old school horror,Horror,Positive
Best extreme horror,Horror,Positive
in my opinion cannibals shown in this movie are scary characters.,Horror,Positive
it was not even close to a good movie it was not scary at all it was very stupid,Horror,Positive
It really creates a great fear in viewer's mind.,Horror,Positive
"If you are alone on a street in midnight and suddenly this series comes into your mind, you will definitely feel the fear.",Horror,Positive
At last a good independent horror,Horror,Positive
A long time horror fan; this movie struck me as one of the best I've seen in recent times.,Horror,Positive
while Feardotcom is a thriller that inspires real fear through terror.,Horror,Positive
WOW how scary!!,Horror,Positive
i loved the movie because it had a good creepy feeling thats awesome in a scary movie ,Horror,Positive
it is hard to find a horror movie that really scares you,Horror,Positive
This is a very innovative horror film of the 21st Century.,Horror,Positive
even now it is one of the most graphic horror films I've seen,Horror,Positive
it is one of the best horror movie i have seen i a while.,Horror,Positive
Real Alien type horror! ,Horror,Positive
"This movie was great and anyone who doesn't think so, has no taste in horror films.",Horror,Positive
I am an avid horror movie fan and I thought this was great and I was surprised it was.,Horror,Positive
"Unlike most horror movies, I didn't feel it followed a typical formula and had interesting plot twists throughout the movie",Horror,Positive
A really good horror film,Horror,Positive
"""Fear dot com"" is a really good horror film.",Horror,Positive
"Finally, a SERIOUS horror flick!",Horror,Positive
A horror film that takes horror seriously. ,Horror,Positive
A great psychological horror film.,Horror,Positive
a perfect horror movie.,Horror,Positive
This movie is a great old-fashioned horror movie.,Horror,Positive
a good old horror flick.,Horror,Positive
"Directed by William Malone (House on Haunted Hill-Remake) made a clever, sometimes visual impressive supernatural horror thriller.",Horror,Positive
the strong Japanese horror film.,Horror,Positive
this is probably they best horror movie i have ever seen and I would definitely recommend!!,Horror,Positive
It was perfectly made and the horror is good and scary,Horror,Positive
Absolutely loved this film. A must watch for any horror fans,Horror,Positive
"Hey everyone , if you love horror this is the film for you",Horror,Positive
Us is an incredible horror movie that has a great concept which is well explored and also balances humour and horror effectively.,Horror,Positive
Good plot good scares and good twist,Horror,Positive
I found this amazing movie so immersive and engaging with great scares and a great tone ,Horror,Positive
It's really scary,Horror,Positive
I'm not a fan of horror,Horror,Negative
" It's dark, sometimes funny but mostly the right kind of horror with some Neil Gaiman writing in mind. After the 5th season It got bored and I stoped watching.",Horror,Negative
" I thought to myself, ""No way am I ever going to watch that show. Way too creepy for me.",Horror,Negative
"When I first found Supernatural I was extremely excited to see it, because Im a huge horror fan. I watched the first episode and I hated it, I decided to try to finish out the season though. I could NOT DO IT!",Horror,Negative
Has only mild horror and in many ways it is desperately dull and unoriginal.,Horror,Negative
"this show has never scared me, and I hate horror movies.",Horror,Negative
"I watched the pilot episode and thought it's too horror-ish for me, so naturally I didn't continue the show.",Horror,Negative
I saw a lot of horror film and probably less then a dozen of then were scary even if they all tried. This is no exception,Horror,Negative
"there is the horror/suspense side, which is spooky without being unsuitable for any non horror fans.",Horror,Negative
I do not do horror.,Horror,Negative
"season 3 is the climax as it is really funny with hot ruby and scary Lilith. now, ever since season 4, this show sucks.",Horror,Negative
"I signed on to watch horror, ghosts, and zombies, not God and theology.",Horror,Negative
Much more interested in the standalone horror stories than the soap serie.,Horror,Negative
The so-called horror never drove me.,Horror,Negative
"Overall, the show feels like a horror for poor people. Really bad.",Horror,Negative
"Unfortunately, we horror fans are willing to sit through a lot of crap in the hopes for things to get better, and this show simply doesn't.",Horror,Negative
"the seasons went by, the show fell into predictable groove of nonsensical horror and comedy and has been that way ever since.",Horror,Negative
"if you're looking for horror and gore that will frighten you, this is not the show.",Horror,Negative
i have to admit that the show has somehow lost it's flavor as it used to be a horror/drama with a taste of comedy but now it's a comedy with a taste of horror/drama,Horror,Negative
"The same old stories were started to repeat and the main story-line was almost forgotten. The vampires, old horror folk stories and black magic again and occasionally a sign of demons and angels.",Horror,Negative
"This little, well, ""gem"" of horror flics absolutely deserves its bottom place here in imdb.com!",Horror,Negative
All Low-budget horror fans know/love/hate/despise/own/cherish this gem of crap cinema!! I will not argue the point that this is by far one of the worst films made in the world.,Horror,Negative
It won't disgust your friends who dislike graphic horror movies.,Horror,Negative
"It is hard to understand what the people behind this film wanted to do, is this a horror? kids film?",Horror,Negative
"The obvious glaring problem with the movie is that it's a horror movie with a PG-13 rating, yet the story and how everything is told feels like it's for a five year old",Horror,Negative
"the plot was really corny,the horror they tried to add to the movie was very ridiculous",Horror,Negative
"Filmed in the late 80s, when horrors were at their peak, Troll 2 reminds aspiring directors, what not to film.",Horror,Negative
The thing that was running through my head other than can see this get any more stupid… or serious horror.,Horror,Negative
"If this movie passes for a horror flick, then so does Bambi",Horror,Negative
This really is one of the worst horror movies ever.,Horror,Negative
It's not so much horror,Horror,Negative
A horror movie?? that was the most freaking hilarious movie I have seen in my entire life.,Horror,Negative
it seriously should not be marked as a horror movie.,Horror,Negative
"Although clearly intended as a horror film, Troll 2 has retrospectively become a comedy due to its noticeably flaws.",Horror,Negative
The end result is a horror B-movie that ends up being so horrible that you can't help but laugh.,Horror,Negative
Did they actually think they were making a horror movie here?,Horror,Negative
this is what makes the movie so charmingly hilarious and helps separate it from the horror lurking in the IMDb's Bottom 100 list,Horror,Negative
"This is one incredibly pathetic mess of a movie. This is the kind of ""horror"" movie that's about as scary as a Casper the Friendly Ghost cartoon.",Horror,Negative
"As a horror film, it fails in almost every aspect.",Horror,Negative
my GOD. Death Bed: The Bed That Eats is a pretentious arthouse film dressed up as horror.,Horror,Negative
It starts out like the bad horror movie you expect,Horror,Negative
This honestly felt like some college student tried to mash a Grade B horror concept with an artistically symbolic narrative.,Horror,Negative
I really can't see how this movie can appeal to the fans of horror,Horror,Negative
There is more humor than horror here,Horror,Negative
"I thought it would be funny horror, it wasn't at all, it had serious tone",Horror,Negative
without a doubt one of the weirdest horror films I have ever seen.,Horror,Negative
"A strange concept for a horror film, indeed, but the presentation is far, far stranger...",Horror,Negative
I personally consider it one of the most amateur horror projects I have ever seen. ,Horror,Negative
"I do love B- horror films. I however, am generally not a huge fan of ""so stupid it's funny"" films.",Horror,Negative
It's films like this that give the entire horror genere a bad name in the views of reviewers and the casual movie-goer.,Horror,Negative
"After seeing this stupid flick, I was turned off from horror movies for awhile.",Horror,Negative
"""Weak Horror Film!""",Horror,Negative
not much of a horror movie.,Horror,Negative
I enjoy watching bad horror flicks but this had no charm at all,Horror,Negative
It's basically a trash horror film,Horror,Negative
Most bad horror film,Horror,Negative
"It ends up being more embarrassing, more horrendous, and more offensive than anything cooked up from the Ed Wood school of low-budget, horror movie-making.",Horror,Negative
Please put me out of my misery...oooooohhhhhhh the horror of it all....WHY GOD WHY!! WHY DID YOU ALLOW THIS MOVIE TO BE MADE?!?!?!?!,Horror,Negative
"Some horror movies are so bad that they are funny but this movie is so awful it's not funny, not pathetic, not deserving of pity, its just awful.",Horror,Negative
"it wasn't a horror movie for me, I never was scared in this film.",Horror,Negative
"I couldn't tell if it was a horror, comedy, or both. In conclusion, stay away from this one.",Horror,Negative
I think the big problem with this film is that it's not the horror movie it's advertised as being.,Horror,Negative
"Having nothing to do with the original Troll movie, both films seem to tread a thin line between if being Fantasy and Horror, and just doing a really bad job of it. ",Horror,Negative
"if you are interested in dark humor, bad movies, or like bad 80s horror movies you definitely must watch Troll 2.",Horror,Negative
 This movie is supposed to be a horror movie but it has more singing and dancing than dialogue.,Horror,Negative
The fact that this one has no real horror elements at all is the biggest problem facing the film.,Horror,Negative
everything just takes up time that has nothing to do with being in a horror film or are just plain dull.,Horror,Negative
"Really only see this if you've got a need to watch every horror film ever made or find films like this interesting, otherwise ignore this like the plague and find something else.",Horror,Negative
Low-budget horror opus isn't quite as bad as its reputation,Horror,Negative
songs and dance numbers in a horror (probably not the right genre) movie.,Horror,Negative
This is a laughable horror film for every frame of its short running time.,Horror,Negative
This has to be one of the worst pseudo-horror films ever made,Horror,Negative
"it was just a typical low budget horror, despite how ridicules that giant spider looked.",Horror,Negative
"I couldn't tell if the whole invasion of evil spiders was a parody of ""Them!"" or just a mixed-up, horror/sci-fi project gone horribly, horribly wrong.",Horror,Negative
Can they stop this horror from beyond the stars?,Horror,Negative
"If I wasn't a fan of horror movies, I wouldn't have watched this.",Horror,Negative
A very low-budget horror movie,Horror,Negative
Maybe the worst attempt at horror ever?,Horror,Negative
Shyamalan had no idea if he wanted to make a comedy or a horror.,Horror,Negative
"From the format the dialog is given, to characters' completely pathetic reactions to the horrors they face, I could not help but laugh after about 10 minutes.",Horror,Negative
"All the expected horror scenes are only annoying, not scary.",Horror,Negative
You will find that in this movie there are many completely unnecessary scenes and at other times will question whether this is a comedy or a horror.,Horror,Negative
